epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.017035214230418205,0.034841232001781464,0.001,0.006590098142623901,0.016680724918842316
1,0.043240901082754135,0.02547268569469452,0.0009998947,0.0033199917525053024,0.015125744976103306
2,0.07746098935604095,0.022868800908327103,0.0009997893,0.02030855417251587,0.03697391226887703
3,0.11529554426670074,0.020786084234714508,0.000999684,0.057955220341682434,0.010418557561933994
4,0.14388348162174225,0.019597746431827545,0.0009995787,0.01575349271297455,0.05446132645010948
5,0.169808492064476,0.01852768287062645,0.0009994734,0.06731298565864563,0.010515308007597923
6,0.18621358275413513,0.017910165712237358,0.000999368,0.038877952843904495,0.011417800560593605
7,0.20881471037864685,0.016935307532548904,0.0009992628,0.09272509068250656,0.00924782082438469
8,0.22298184037208557,0.016449501737952232,0.0009991575,0.16046981513500214,0.007851568050682545
9,0.23436930775642395,0.01603582873940468,0.0009990523,0.09128333628177643,0.009123441763222218
10,0.24957969784736633,0.01551451999694109,0.000998947,0.08558867871761322,0.010576770640909672
11,0.21666653454303741,0.01726745255291462,0.0009988417,0.11549549549818039,0.008710213005542755
12,0.2493804395198822,0.01550231408327818,0.0009987365,0.11538098752498627,0.009914355352520943
13,0.2609136402606964,0.015104572288691998,0.0009986312,0.1473304182291031,0.007808395195752382
14,0.2701428234577179,0.014675511047244072,0.0009985261,0.1384069174528122,0.008902814239263535
15,0.2746005654335022,0.014582717791199684,0.0009984209,0.09508620202541351,0.009431036189198494
16,0.2834867835044861,0.014351861551404,0.0009983156,0.1665399670600891,0.007370987441390753
17,0.28605660796165466,0.014228987507522106,0.0009982105,0.13237264752388,0.007832239381968975
18,0.294737309217453,0.013979807496070862,0.0009981054,0.17936298251152039,0.006860013119876385
19,0.2909829318523407,0.014008091762661934,0.0009980001,0.1310589611530304,0.00943995825946331
