epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.5675850510597229,0.007452643010765314,0.002,0.3206295371055603,0.007312921807169914
1,0.5704107880592346,0.00737483985722065,0.0019997894,0.3852348327636719,0.007511087227612734
2,0.5743567943572998,0.007328900042921305,0.0019995787,0.3538737893104553,0.007602717261761427
3,0.5830863118171692,0.007167686242610216,0.001999368,0.36157795786857605,0.007605471648275852
4,0.5868408679962158,0.007085575256496668,0.0019991575,0.3673420548439026,0.007274221163243055
5,0.5908841490745544,0.007021136116236448,0.0019989468,0.3805191218852997,0.00839542131870985
6,0.6001894474029541,0.006876653525978327,0.001998736,0.3703514039516449,0.007160887122154236
7,0.601219654083252,0.0068295677192509174,0.0019985256,0.37615057826042175,0.007777681574225426
8,0.6059035062789917,0.006720287259668112,0.001998315,0.35888680815696716,0.006672361399978399
9,0.6085124015808105,0.00669362535700202,0.0019981046,0.3636714816093445,0.008656968362629414
