epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.03729817643761635,0.028599614277482033,0.001,0.008849000558257103,0.012235790491104126
1,0.09723921120166779,0.021124612540006638,0.0009998947,0.014937056228518486,0.01327594369649887
2,0.138669952750206,0.018721984699368477,0.0009997893,0.04886487498879433,0.009530842304229736
3,0.17371866106987,0.017007779330015182,0.000999684,0.04411822184920311,0.011211026459932327
4,0.196733757853508,0.015827128663659096,0.0009995787,0.08291072398424149,0.009077825583517551
5,0.21414819359779358,0.014932463876903057,0.0009994734,0.07634228467941284,0.00899764895439148
6,0.22601890563964844,0.0143851013854146,0.000999368,0.11006083339452744,0.007280066143721342
7,0.2333279401063919,0.01400587148964405,0.0009992628,0.11831244081258774,0.007229236885905266
8,0.2512053847312927,0.013456650078296661,0.0009991575,0.0898497998714447,0.007959426380693913
9,0.25214776396751404,0.01336129754781723,0.0009990523,0.10446391999721527,0.007035374641418457
10,0.2614176273345947,0.013112293556332588,0.000998947,0.12582160532474518,0.007234535645693541
11,0.26529085636138916,0.012903472408652306,0.0009988417,0.0936126857995987,0.009246664121747017
12,0.27154386043548584,0.012718334794044495,0.0009987365,0.14675945043563843,0.006990755908191204
13,0.27377137541770935,0.012533883564174175,0.0009986312,0.1518012136220932,0.00639374228194356
14,0.27892619371414185,0.012417057529091835,0.0009985261,0.14929039776325226,0.007578106597065926
15,0.28556138277053833,0.01224587857723236,0.0009984209,0.11504904925823212,0.00775256659835577
16,0.2864938974380493,0.012158716097474098,0.0009983156,0.12458660453557968,0.0076384162530303
17,0.2917484641075134,0.012105811387300491,0.0009982105,0.16700586676597595,0.005958253052085638
18,0.29710471630096436,0.011942273005843163,0.0009981054,0.15453484654426575,0.0061461771838366985
19,0.29668736457824707,0.01198235247284174,0.0009980001,0.1266239732503891,0.007405519485473633
20,0.29962652921676636,0.011729340068995953,0.0009978951,0.14092136919498444,0.007819468155503273
