epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.1328444927930832,0.027048984542489052,0.001,0.07830419391393661,0.012281668372452259
1,0.3086727559566498,0.014245293103158474,0.0009998947,0.1294643133878708,0.011225273832678795
2,0.3556176424026489,0.012795548886060715,0.0009997893,0.17944464087486267,0.006838388275355101
3,0.379835844039917,0.012092933990061283,0.000999684,0.18739773333072662,0.008265051059424877
4,0.39826324582099915,0.011601438745856285,0.0009995787,0.26496097445487976,0.005131069105118513
5,0.40982285141944885,0.01131433341652155,0.0009994734,0.2709576189517975,0.005519408266991377
6,0.4200410842895508,0.0110073396936059,0.000999368,0.2485167384147644,0.005771234631538391
7,0.42910271883010864,0.010765994898974895,0.0009992628,0.2974624037742615,0.004844002891331911
8,0.43468543887138367,0.010647324845194817,0.0009991575,0.33006444573402405,0.004514440428465605
9,0.44339755177497864,0.010435495525598526,0.0009990523,0.25644415616989136,0.006144222803413868
10,0.4459333121776581,0.010325643233954906,0.000998947,0.3363308012485504,0.004618199076503515
11,0.45061323046684265,0.010183580219745636,0.0009988417,0.28244227170944214,0.005138271488249302
12,0.45538076758384705,0.010096991434693336,0.0009987365,0.33832740783691406,0.004413096234202385
13,0.4590491056442261,0.01001710258424282,0.0009986312,0.38636481761932373,0.003992976155132055
14,0.4639958143234253,0.00989224761724472,0.0009985261,0.3931002914905548,0.004151832312345505
15,0.46761223673820496,0.009808112867176533,0.0009984209,0.391893208026886,0.004260501824319363
16,0.47250548005104065,0.00970718264579773,0.0009983156,0.3824058473110199,0.00423656078055501
17,0.4729718863964081,0.00968923419713974,0.0009982105,0.37916672229766846,0.004565230570733547
18,0.47633203864097595,0.009589956142008305,0.0009981054,0.40737172961235046,0.00430529098957777
19,0.4792557954788208,0.009540540166199207,0.0009980001,0.392876535654068,0.004093811381608248
