epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.19252029061317444,0.021034792065620422,0.002,0.02397693321108818,0.017298702150583267
1,0.2720949053764343,0.015248864889144897,0.0019582969,0.1489461362361908,0.007368101738393307
2,0.31736865639686584,0.013784493319690228,0.0019174631,0.022411519661545753,0.024914946407079697
3,0.3317807912826538,0.0132971266284585,0.0018774809,0.18413205444812775,0.006641705520451069
4,0.3500916659832001,0.0127650061622262,0.0018383323,0.17261239886283875,0.007770012132823467
5,0.36280182003974915,0.012420608662068844,0.0018000001,0.0,0.1951606720685959
6,0.37401193380355835,0.012069744989275932,0.001762467,0.00011424360855016857,0.12969380617141724
7,0.3848734200000763,0.011733993887901306,0.0017257167,0.20977769792079926,0.006776671390980482
8,0.3944733142852783,0.01152573898434639,0.0016897327,0.23438888788223267,0.006366034038364887
9,0.4059647023677826,0.011223714798688889,0.001654499,0.08092112094163895,0.012644460424780846
10,0.4109639823436737,0.0110403373837471,0.00162,0.07745938748121262,0.012075630947947502
11,0.42237207293510437,0.010707490146160126,0.0015862203,0.21202464401721954,0.0071076154708862305
12,0.4319606423377991,0.01045957487076521,0.001553145,0.2437560260295868,0.0073507740162312984
13,0.4395766258239746,0.01029448863118887,0.0015207593,0.27793648838996887,0.006802777294069529
14,0.4517917335033417,0.009992740117013454,0.001489049,0.2876673638820648,0.007203135639429092
15,0.46404096484184265,0.009678076021373272,0.001458,0.18067395687103271,0.011106600984930992
16,0.4751527011394501,0.009443746879696846,0.0014275982,0.2621816396713257,0.008310478180646896
17,0.48914867639541626,0.009113181382417679,0.0013978304,0.3199641704559326,0.0067858146503567696
18,0.5031449198722839,0.008816517889499664,0.0013686835,0.35233214497566223,0.005913509987294674
19,0.5171035528182983,0.00850644987076521,0.0013401441,0.33657073974609375,0.006828153971582651
20,0.5324501395225525,0.008190367370843887,0.0013121997,0.2696552872657776,0.008869160898029804
21,0.5447826981544495,0.007934161461889744,0.0012848384,0.34938958287239075,0.005709156859666109
22,0.559851348400116,0.007656441070139408,0.0012580474,0.3794189989566803,0.006410914473235607
23,0.5701987743377686,0.007437569554895163,0.0012318151,0.3657899498939514,0.007119607646018267
24,0.5825457572937012,0.007189099211245775,0.0012061296,0.2535485327243805,0.009069272316992283
25,0.5897049307823181,0.007026145234704018,0.0011809799,0.38044726848602295,0.006859067361801863
26,0.6014487743377686,0.0068082963116467,0.0011563544,0.3742034137248993,0.007545496802777052
27,0.6109185814857483,0.006630659103393555,0.0011322426,0.33202818036079407,0.008872025646269321
28,0.6175190806388855,0.0065169124864041805,0.0011086335,0.3472750782966614,0.007410462014377117
29,0.6260855197906494,0.0063580479472875595,0.0010855168,0.36343416571617126,0.007972560822963715
30,0.6341381669044495,0.006210522260516882,0.001062882,0.3650602102279663,0.008334864862263203
31,0.6416230201721191,0.006064946763217449,0.0010407191,0.3775010406970978,0.008763697929680347
32,0.6471161842346191,0.0059797619469463825,0.0010190184,0.3842647671699524,0.007896875962615013
33,0.6556164622306824,0.005851703230291605,0.0009977702,0.3917333781719208,0.0082399295642972
34,0.6607553958892822,0.005717471241950989,0.000976965,0.38041403889656067,0.00879686325788498
35,0.6680668592453003,0.005621664691716433,0.00095659366,0.3853040337562561,0.008527608588337898
36,0.6735566258430481,0.005513071548193693,0.0009366471,0.40834009647369385,0.008479966782033443
37,0.6799898147583008,0.005413526203483343,0.00091711653,0.3803349733352661,0.00900992564857006
38,0.6851378679275513,0.00530698848888278,0.00089799316,0.3905118405818939,0.009101483039557934
39,0.6892797350883484,0.005224190652370453,0.0008792684,0.3849576413631439,0.009668688289821148
40,0.6949584484100342,0.005141877569258213,0.00086093426,0.3764966130256653,0.009166652336716652
41,0.7010764479637146,0.0050314259715378284,0.0008429823,0.4109140634536743,0.00939447246491909
42,0.7060078978538513,0.004961945582181215,0.00082540483,0.40490850806236267,0.0092365937307477
43,0.7090292572975159,0.004895583260804415,0.0008081937,0.41181859374046326,0.009095605462789536
44,0.7123696208000183,0.004823641385883093,0.0007913416,0.40946972370147705,0.009615854360163212
45,0.7187371253967285,0.004742510616779327,0.0007748408,0.38852638006210327,0.009857580997049809
46,0.7211169004440308,0.00468068290501833,0.0007586841,0.39160996675491333,0.010347628965973854
47,0.725796639919281,0.004618790466338396,0.00074286433,0.39607322216033936,0.010231005027890205
48,0.7297918200492859,0.004552484955638647,0.00072737434,0.3993503749370575,0.010280044749379158
49,0.7321310639381409,0.004485232289880514,0.00071220746,0.40976545214653015,0.009874919429421425
