epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.013840687461197376,0.050208643078804016,0.001,0.007143363822251558,0.02126321941614151
1,0.030740374699234962,0.03188563138246536,0.0009791484,0.012161795049905777,0.01257611345499754
2,0.04343389719724655,0.03003537841141224,0.0009587316,0.0062416489236056805,0.012946872040629387
3,0.0739784836769104,0.027025068178772926,0.00093874044,0.007643228396773338,0.01220009010285139
4,0.11240388453006744,0.024797935038805008,0.00091916614,0.004778577014803886,0.014176812954246998
5,0.13877221941947937,0.023480139672756195,0.00090000004,0.01291301567107439,0.01252751611173153
6,0.16084691882133484,0.022419355809688568,0.0008812335,0.036970485001802444,0.01540027093142271
7,0.19018082320690155,0.02127848006784916,0.0008628584,0.05566490814089775,0.011812059208750725
8,0.2030111700296402,0.020488280802965164,0.0008448663,0.07548700273036957,0.008854909799993038
9,0.22991904616355896,0.019223280251026154,0.0008272495,0.11543523520231247,0.0077781374566257
10,0.2398049235343933,0.018952522426843643,0.00081,0.1353190392255783,0.007543004583567381
11,0.24515984952449799,0.018525023013353348,0.0007931102,0.16738930344581604,0.0077779535204172134
12,0.2640836834907532,0.01786280795931816,0.0007765725,0.08652184903621674,0.012321021407842636
13,0.2666917145252228,0.017824290320277214,0.00076037965,0.1866428256034851,0.006956675089895725
14,0.2829630970954895,0.01721225492656231,0.0007445245,0.13639916479587555,0.007927246391773224
15,0.2837379276752472,0.016974210739135742,0.000729,0.13589435815811157,0.00884574931114912
16,0.29538828134536743,0.01663360744714737,0.0007137991,0.19224606454372406,0.0068739294074475765
17,0.3030018210411072,0.016458317637443542,0.0006989152,0.12151596695184708,0.010259938426315784
18,0.3070908486843109,0.01621999219059944,0.00068434177,0.18465544283390045,0.006793771404772997
19,0.30915361642837524,0.01605830527842045,0.00067007204,0.18380166590213776,0.006408672779798508
