epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.02980796806514263,0.03599075973033905,0.002,0.004484770819544792,0.01244266889989376
1,0.11043650656938553,0.0246724933385849,0.0019582969,0.0,0.2236465960741043
2,0.19250495731830597,0.020817557349801064,0.0019174631,0.01789998635649681,0.05077046528458595
3,0.2340414673089981,0.019020896404981613,0.0018774809,0.1423197239637375,0.007716597989201546
4,0.25515249371528625,0.018218953162431717,0.0018383323,0.1471942663192749,0.008458642289042473
5,0.2766510844230652,0.01737244427204132,0.0018000001,0.08774683624505997,0.012724162079393864
6,0.2898208796977997,0.016826694831252098,0.001762467,0.16156187653541565,0.007257789373397827
7,0.3066081404685974,0.016233956441283226,0.0017257167,0.13669371604919434,0.009873234666883945
8,0.3189024329185486,0.015831269323825836,0.0016897327,0.1174149215221405,0.009327292442321777
9,0.333003968000412,0.015303356572985649,0.001654499,0.1476421058177948,0.008359396830201149
10,0.33672642707824707,0.01514850277453661,0.00162,0.23396222293376923,0.006076795049011707
11,0.3470423221588135,0.01470913551747799,0.0015862203,0.2376565784215927,0.006040991749614477
12,0.35885414481163025,0.01433536782860756,0.001553145,0.22177517414093018,0.006801338400691748
13,0.36515331268310547,0.014204354956746101,0.0015207593,0.23452545702457428,0.006195816211402416
14,0.3774818778038025,0.013829078525304794,0.001489049,0.18291272222995758,0.007180674001574516
15,0.38230961561203003,0.013636880554258823,0.001458,0.13455849885940552,0.008589452132582664
16,0.39085689187049866,0.013422221876680851,0.0014275982,0.277110755443573,0.006140841171145439
17,0.3948729634284973,0.013295785523951054,0.0013978304,0.2203485369682312,0.006717681419104338
18,0.3983781635761261,0.013177931308746338,0.0013686835,0.25679874420166016,0.005614329129457474
19,0.4026520252227783,0.013042389415204525,0.0013401441,0.22772835195064545,0.006284246686846018
