epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.02852638065814972,0.03097013384103775,0.001,0.006899762898683548,0.12191332131624222
1,0.09114953130483627,0.022540895268321037,0.0009998947,0.03181732818484306,0.020279863849282265
2,0.1637151688337326,0.019273480400443077,0.0009997893,0.045753203332424164,0.010433269664645195
3,0.206235870718956,0.01754661276936531,0.000999684,0.035723570734262466,0.01690732315182686
4,0.23173610866069794,0.01658337377011776,0.0009995787,0.12272791564464569,0.00850912369787693
5,0.24914398789405823,0.015986496582627296,0.0009994734,0.14919008314609528,0.00801205262541771
6,0.2668802738189697,0.015316461212933064,0.000999368,0.07398580759763718,0.009515381418168545
7,0.27782636880874634,0.014922404661774635,0.0009992628,0.10861929506063461,0.008365737274289131
8,0.2901500463485718,0.014548925682902336,0.0009991575,0.17888720333576202,0.006808337289839983
9,0.30251213908195496,0.01419612392783165,0.0009990523,0.17298011481761932,0.006850209552794695
10,0.31019243597984314,0.013970916159451008,0.000998947,0.11249852925539017,0.00858781486749649
11,0.3219769299030304,0.013591581955552101,0.0009988417,0.22362704575061798,0.006666834931820631
12,0.32715174555778503,0.013399366289377213,0.0009987365,0.2318975031375885,0.006268087308853865
13,0.33523809909820557,0.01314468216150999,0.0009986312,0.155267134308815,0.008258387446403503
14,0.3397712707519531,0.012981691397726536,0.0009985261,0.01584077998995781,0.01512205507606268
15,0.34371745586395264,0.012883896008133888,0.0009984209,0.2077362984418869,0.0064756302163004875
16,0.3507041037082672,0.012675756588578224,0.0009983156,0.21244576573371887,0.006391575559973717
17,0.35767862200737,0.012522912584245205,0.0009982105,0.23637767136096954,0.006268425844609737
18,0.3601257801055908,0.012435990385711193,0.0009981054,0.26066359877586365,0.0058570196852087975
19,0.3620338439941406,0.01231344509869814,0.0009980001,0.23888139426708221,0.006198002956807613
